web-scraper-order,web-scraper-start-url,listing_link,listing_link-href,name,num_of_views,num_of_watchers,num_of_msgs,price,about_listing,brand,model,categories,year_of_make,made_in
1606583541-232,https://reverb.com/shop/randys-gear-locker-4?page=4,"11% price dropIbanez Headless Bass EHB1000 in Pearl White Matte w/Gig Bag + FREE ShippingFree Shipping$1,099.99$989.99Mint",https://reverb.com/item/35906134-ibanez-headless-bass-ehb1000-in-pearl-white-matte-w-gig-bag-free-shipping,Ibanez Headless Bass EHB1000 in Pearl White Matte w/Gig Bag + FREE Shipping,101,4,,$989.99,"Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*

The guitar shown is the exact on for sale. This guitar is serial #I2005200171. This model weighs 6lbs 15oz.
This bass is FRESH from Ibanez, ships FREE with its included gig bag!
Brand new condition, comes with full manufacture warranty!
Tech Specs
Body Shape:Bass Workshop



Left-/Right-handed:Right-handed



Number of Strings:4



Color:Pearl White



Body Finish:Satin Polyurethane



Body Material:American Basswood



Neck Material:5-Piece Roasted Maple/Walnut



Neck Shape:EHB4



Radius:19.6""



Fingerboard Material:Roasted Birdseye Maple



Fingerboard Inlay:Abalone Offset Dots



Number of Frets:24, Medium Stainless Steel



Scale Length:34""



Nut Width:1.614""



Nut Material:Plastic



Bridge/Tailpiece:NR5HS



Tuners:Ibanez Custom Headpieces



Neck Pickup:Bartolini BH2 Humbucker



Bridge Pickup:Bartolini BH2 Humbucker



Controls:1 x master volume, 1 x balancer, 3-band Active EQ, EQ bypass switch



Strings:.045-.105



Case Included:Gig Bag

read more…",Ibanez,EHB1000,4-String,,
1606583137-151,https://reverb.com/shop/randys-gear-locker-4?page=7,Fender Player Series Stratocaster w/Maple Neck in Buttercream w/FREE Hardshell CaseIn 1 Other CartFree Shipping$699.99Brand New,https://reverb.com/item/34801079-fender-player-series-stratocaster-w-maple-neck-in-buttercream-w-free-hardshell-case,Fender Player Series Stratocaster w/Maple Neck in Buttercream w/FREE Hardshell Case,621,17,,$699.99,"Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
The guitar shown is the exact one for sale, you are looking at serial #MX200633564
Weight: 8lbs 0oz
Ships FREE! Protect your investment! This guitar now comes with a free Kases hardshell case! (a $100 value!!)
--Tech Specs--
Body Type: Solidbody
Body Shape: Stratocaster
Left-/Right-handed: Right-handed
Number of Strings: 6
Body Material: Alder
Body Finish: Gloss Polyester
Color: Buttercream
Neck Material: Maple
Neck Shape: Modern C
Radius: 9.5""
Fingerboard Material: Maple
Fingerboard Inlay: Dots
Number of Frets: 22, Medium Jumbo
Scale Length: 25.5""
Nut Width: 1.650""
Nut Material: Synthetic Bone
Bridge/Tailpiece: 2-point Synchronized Tremolo with Bent Steel Saddles
Tuners: Fender Standard Cast/Sealed
Neck Pickup: Player Series Alnico V Strat Single-coil
Middle Pickup: Player Series Alnico V Strat Single-coil
Bridge Pickup: Player Series Alnico V Strat Single-coil
Controls: 1 x master volume, 2 x tone (neck/middle, bridge), 5-way blade pickup switch
Strings: Fender NPS, .009-.042
read more…",Fender,Player Stratocaster with Maple Fretboard,Solid Body,,
1606582934-111,https://reverb.com/shop/randys-gear-locker-4?page=9,Martin DX2E-03 Sitka/Mahogany Natural w/Hard Shell CaseFree Shipping$599.99Brand New,https://reverb.com/item/34121264-martin-dx2e-03-sitka-mahogany-natural-w-hard-shell-case,Martin DX2E-03 Sitka/Mahogany Natural w/Hard Shell Case,256,4,,$599.99,"Please message with any questions
The guitar shown is the exact one for sale.
Serial#2392283
Brand new condition, this guitar comes with its full manufacture warranty!

This guitar ships FREE with a Hard Shell Case!

Tech Specs
String Type: Steel
Number of Strings: 6
Body Shape: Dreadnought
Left-/Right-handed: Right-handed
Color: Natural
Finish: Satin
Top Wood: Sitka Spruce
Back & Sides Wood: High-pressure Laminate
Body Bracing: Scalloped X-bracing
Neck Wood: Select Hardwood
Neck Shape: Performing Artist
Radius: 16""
Fingerboard Material: Select Hardwood
Fingerboard Inlay: Mother-of-Pearl Dots
Number of Frets: 20
Scale Length: 25.4""
Tuning Machines: Chrome Closed Gear
Bridge Material: Select Hardwood
Nut/Saddle Material: White Corian/White Tusq
Nut Width: 1.75""
Electronics: Fishman MX
Strings: Lifespan 2.0 92/8 Phosphor Bronze, .012-.054
Case Included: Hard Case


read more…",Martin,X-Series D-X2E,Dreadnought,,
1606583276-179,https://reverb.com/shop/randys-gear-locker-4?page=6,"11% price dropMartin D-16E Rosewood Acoustic-Electric in Natural w/Gig BagFree Shipping$1,699$1,529Mint",https://reverb.com/item/35262871-martin-d-16e-rosewood-acoustic-electric-in-natural-w-gig-bag,Martin D-16E Rosewood Acoustic-Electric in Natural w/Gig Bag,691,8,2.0,"$1,529","Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*NOW 10% OFF!!

You are looking at serial #2382524
Tech Specs String Type:Steel




Number of Strings:6



Body Shape:Dreadnought



Left-/Right-handed:Right-handed



Color:Natural



Finish:Satin



Top Wood:Sitka Spruce



Back & Sides Wood:East Indian Rosewood



Body Bracing:Sitka Forward -hifted Scalloped X-bracing



Binding:Antique White



Neck Wood:Select Hardwood



Neck Shape:Low Oval



Radius:16""



Fingerboard Material:Ebony



Fingerboard Inlay:Mother-of-Pearl Dots



Number of Frets:20



Scale Length:25.4""



Tuning Machines:Nickel Open Gear



Bridge Material:Ebony



Nut/Saddle Material:Bone/Tusq



Nut Width:1.75""



Electronics:Fishman Matrix VT Enhance NT2



Strings:Martin, .012-.054



Case Included:Softshell Case





read more…",Martin,D-16E Rosewood Acoustic-Electric,Dreadnought,,
1606582992-122,https://reverb.com/shop/randys-gear-locker-4?page=8,Fender Player Series Stratocaster w/Maple Neck in Capri Orange w/FREE ShippingFree Shipping$649.99Mint,https://reverb.com/item/34558794-fender-player-series-stratocaster-w-maple-neck-in-capri-orange-w-free-shipping,Fender Player Series Stratocaster w/Maple Neck in Capri Orange w/FREE Shipping,199,6,,$649.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
NOW 10% OFF!!
You are looking at serial#MX20039643
Weight: 7lbs 12oz
Though the original Stratocaster was first introduced more than 60 years ago, it's unquestionably more popular now than ever. The Player Series Stratocaster combines the guitar's sleek, elegant lines with the perfect blend of vintage and modern features. You start with the classic comfort-contoured alder body with a gloss polyester finish, then add a 3-ply parchment pickguard and a trio of Player Series Alnico 5 Strat single-coil pickups. The Strat's original master volume plus two tone pot configuration left the bridge pickup without a tone control; but in the Player Series Strat, Tone 1 operates on both the neck and middle pickups, while Tone 2 is dedicated to the bridge pickup. 
--Tech Specs--
Body Type: Solidbody
Body Shape: Stratocaster
Left-/Right-handed: Right-handed
Number of Strings: 6
Body Material: Alder
Body Finish: Gloss Polyester
Color: Capri Orange
Neck Material: Maple
Neck Shape: Modern C
Radius: 9.5""
Fingerboard Material: Maple
Fingerboard Inlay: Black Dots
Number of Frets: 22, Medium Jumbo
Scale Length: 25.5""
Nut Width: 1.650""
Nut Material: Synthetic Bone
Bridge/Tailpiece: 2-point Synchronized Tremolo
Tuners: Fender Standard Die-cast Sealed
Neck Pickup: Player Series Alnico 5 Strat Single-coil
Middle Pickup: Player Series Alnico 5 Strat Single-coil
Bridge Pickup: Player Series Alnico 5 Strat Single-coil
Controls: 1 x master volume, 2 x tone, 5-way blade pickup switch
Strings: Fender NPS, .009-.042

read more…",Fender,Player Stratocaster with Maple Fretboard,Solid Body,,
1606582838-92,https://reverb.com/shop/randys-gear-locker-4?page=10,Breedlove Signature Companion E in CopperFree Shipping$449Mint,https://reverb.com/item/34097937-breedlove-signature-companion-e-in-copper,Breedlove Signature Companion E in Copper,184,7,2.0,$449,"Please message with any questions
The guitar shown is the exact one for sale
Weight 3lbs 15oz
Serial: PL 191102223
This guitar is brand new, ships FREE.
Specifications
Body
Body type: Companion
Cutaway: No
Top wood: Solid torrefied European spruce
Back and sides: Solid African mahogany
Bracing pattern: X brace
Top finish: Semi-gloss Copper Burst
Body finish: Semi-gloss
Neck
Neck shape: Soft C
Nut width: 1 11/16""
Fingerboard: Indian laurel
Neck wood: African mahogany
Scale length: 23.5”
Number of frets: 19
Neck finish: Natural satin
Electronics
Pickup/preamp: Yes, Breedlove Natural Sound
Other
Headstock overlay: Indian laurel
Tuning machines: Premium Breedlove chrome closed gear with black buttons
Bridge: Indian laurel
Saddle and nut: Bone
Number of strings: 6
Special features: All-solid wood travel-size guitar at an approachable price point
Case: Sold separately
read more…",Breedlove,Signature Companion E,Built-in Electronics,,
1606583499-223,https://reverb.com/shop/randys-gear-locker-4?page=4,Martin DX Johnny Cash Signature Black Dreadnought Acoustic Electric w/ Gig Bag + Free ShippingFree Shipping$599Brand New,https://reverb.com/item/35776975-martin-dx-johnny-cash-signature-black-dreadnought-acoustic-electric-w-gig-bag-free-shipping,Martin DX Johnny Cash Signature Black Dreadnought Acoustic Electric w/ Gig Bag + Free Shipping,543,10,,$599,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial #2407543
Tech Specs 
String Type:Steel



Number of Strings:6



Body Shape:Dreadnought



Left-/Right-handed:Right-handed



Color:Jett Black



Finish:Satin



Top Wood:High-pressure Laminate



Back & Sides Wood:High-pressure Laminate



Body Bracing:Scalloped X-bracing



Neck Wood:Black Birch Laminate



Neck Shape:Performing Artist



Radius:16""



Fingerboard Material:Richlite



Fingerboard Inlay:Stars with CASH at 17th fret



Number of Frets:20



Scale Length:25.4""



Tuning Machines:Closed Gear



Bridge Material:Richlite



Nut/Saddle Material:Corian/Tusq



Nut Width:1.75""



Electronics:Fishman MX



Strings:Lifespan 2.0 92/8 Phosphor Bronze, .012-.054



Case Included:Gig Bag




read more…",Martin,DX Johnny Cash,Dreadnought,,
1606583070-138,https://reverb.com/shop/randys-gear-locker-4?page=8,"Fender American Ultra Jazz Bass in Texas Tea w/ Maple FingerboardFree Shipping$1,899.99Mint",https://reverb.com/item/34540604-fender-american-ultra-jazz-bass-in-texas-tea-w-maple-fingerboard,Fender American Ultra Jazz Bass in Texas Tea w/ Maple Fingerboard,502,11,2.0,"$1,899.99","Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
The serial number for this guitar is US20040270. The guitar shown is the exact one for sale. 

This guitar weighs 9lbs 7oz.Brand new condition, taken out of box for picture ONLY!

Tech Specs
Body Shape:American Ultra Jazz 

Left-/Right-handed:Right-handed 

Number of Strings:4 

Color:Texas Tea 

Body Finish:Gloss Polyurethane 

Body Material:Alder 

Neck Material:Maple 

Neck Shape:Modern D 

Radius:10""-14"" compound 

Fingerboard Material:Maple 

Fingerboard Inlay:Black Pearloid Blocks 

Number of Frets:21, Medium Jumbo 

Scale Length:34"" 

Nut Width:1.5"" 

Nut Material:Bone 

Bridge/Tailpiece:4-saddle HiMass 

Tuners:Fender Vintage Paddle Keys 

Neck Pickup:Ultra Noiseless Vintage Jazz Single-coil 

Bridge Pickup:Ultra Noiseless Vintage Jazz Single-coil 

Controls:1 x master volume, 1 x pan, 1 x stacked treble/bass, 1 x stacked midrange/tone, 1 x mini toggle active/passive switch 

Strings:Fender NPS, .045-.105 

Case Included:Hardshell Case


read more…",Fender,American Ultra Jazz Bass with Maple Fretboard,4-String,,
1606582575-50,https://reverb.com/shop/randys-gear-locker-4?page=11,Epek Genesis Maple  Natural 6 x 14Free Shipping$325Excellent,https://reverb.com/item/24051389-epek-genesis-maple-natural-6-x-14,Epek Genesis Maple  Natural 6 x 14,81,1,2.0,$325,"Thanks for checking out my listing.
If you have any questions feel free to shoot me a message.
Here is a Custom Epek Maple Snare drum, made from Canadian Maple.
This snare was a trade in item and the original owner got this custom built.

7-ply Maple shell.
Very nice hardware.
Super crisp attack and sound from this drum.
 6 inches x 14 inches  

 FAST AND FREE SHIPPING INCLUDED!read more…",Epek,Genesis Maple,Snare,,
1606582762-76,https://reverb.com/shop/randys-gear-locker-4?page=10,Paul Reed Smith SE Custom 24 Exotic Zebrawood w/ Gig Bag + Free ShippingFree Shipping$709.99Mint,https://reverb.com/item/33972803-paul-reed-smith-se-custom-24-exotic-zebrawood-w-gig-bag-free-shipping,Paul Reed Smith SE Custom 24 Exotic Zebrawood w/ Gig Bag + Free Shipping,853,21,,$709.99,"Please message with any questions
The guitar shown is the exact one for sale
Weight: 7lbs 12oz 
This guitar ships FREE with its included gig bag and accessories 
Tech Specs 
Body Type: Solidbody 



Body Shape: SE Custom 24 



Left-/Right-handed: Right-handed 



Number of Strings: 6 



Body Material: Mahogany 



Top Material: Maple top, Zebrawood veneer 



Body Finish: Gloss Acrylic Urethane 



Color: Vintage Sunburst 



Neck Material: Maple 



Neck Shape: Pattern Wide Thin 



Radius: 10"" 



Fingerboard Material: Rosewood 



Fingerboard Inlay: PRS Birds 



Number of Frets: 24, Medium Jumbo 



Scale Length: 25"" 



Nut Width: 1.6875"" 



Nut Material: Synthetic 



Bridge/Tailpiece: PRS Molded Tremolo 



Tuners: PRS SE Tuners 



Neck Pickup: 85/15 S Humbucker 



Bridge Pickup: 85/15 S Humbucker 



Controls: 1 x master volume, 1 x master tone (push/pull coil-tap), 3-way blade pickup switch 



Strings: 9s 



Case Included: Gig Bag 



Serial: A25126










read more…",Paul Reed Smith,SE Custom 24 Zebrawood,Solid Body,,
1606583227-169,https://reverb.com/shop/randys-gear-locker-4?page=6,10% price dropPaul Reed Smith SE 245 in Charcoal Burst w/Gig BagFree Shipping$739$665.99Mint,https://reverb.com/item/35169354-paul-reed-smith-se-245-in-charcoal-burst-w-gig-bag,Paul Reed Smith SE 245 in Charcoal Burst w/Gig Bag,249,14,,$665.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
You are looking at serial #C04077
Weight: 8lbs
Tech Specs 
Body Type:Solidbody



Body Shape:SE 245 Standard



Left-/Right-handed:Right-handed



Number of Strings:6



Body Material:Mahogany



Top Material:Maple



Body Finish:Gloss



Color:Charcoal Burst



Neck Material:Mahogany



Neck Shape:Wide Fat



Radius:10""



Fingerboard Material:Rosewood



Fingerboard Inlay:PRS Birds



Number of Frets:22



Scale Length:24.5""



Nut Width:1.6875""



Nut Material:Synthetic Bone



Bridge/Tailpiece:PRS Designed Stoptail



Tuners:PRS Designed



Neck Pickup:PRS 245 ""S"" Bass Humbucker



Bridge Pickup:PRS 245 ""S"" Treble Humbucker



Controls:2 x volume, 2 x tone, 3-way toggle pickup switch



Strings:D'Addario, 9s



Case Included:Gig Bag



read more…",Paul Reed Smith,SE 245,Solid Body,,
1606583383-199,https://reverb.com/shop/randys-gear-locker-4?page=5,Fender Player Series Stratocaster LH w/Pau Ferro in BlackFree Shipping$649Mint,https://reverb.com/item/35580274-fender-player-series-stratocaster-lh-w-pau-ferro-in-black,Fender Player Series Stratocaster LH w/Pau Ferro in Black,100,2,,$649,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial:MX20053243
Weight: 7lbs 8oz
This guitar ships FREE with all its included accessories!
--SPECS--
Body Type: Solidbody
Body Shape: Stratocaster
Left-/Right-handed: Left-handed
Number of Strings: 6
Body Material: Alder
Body Finish: Gloss Polyester
Color: Black
Neck Material: Maple
Neck Shape: Modern C
Radius: 9.5""
Fingerboard Material: Pau Ferro
Fingerboard Inlay: Dots
Number of Frets: 22, Medium Jumbo
Scale Length: 25.5""
Nut Width: 1.650""
Nut Material: Synthetic Bone
Bridge/Tailpiece: 2-piece Synchronized Tremolo with Bent Steel Saddles
Tuners: Fender Standard Cast/Sealed
Neck Pickup: Player Series Alnico V Strat Single-coil
Middle Pickup: Player Series Alnico V Strat Single-coil
Bridge Pickup: Player Series Alnico V Strat Single-coil
Controls: 1 x master volume, 2 x tone (neck/middle, bridge), 5-way blade pickup switch
Strings: Fender NPS, .009-.042
read more…",Fender,Player Series Stratocaster LH,Left-Handed,,
1606583272-178,https://reverb.com/shop/randys-gear-locker-4?page=6,10% price dropPaul Reed Smith RLMG SE Starla in Frost Metallic Green w/Gig BagFree Shipping$699$629.99Mint,https://reverb.com/item/35169582-paul-reed-smith-rlmg-se-starla-in-frost-metallic-green-w-gig-bag,Paul Reed Smith RLMG SE Starla in Frost Metallic Green w/Gig Bag,79,5,,$629.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
NOW 10% OFF!!

You are looking at serial #C02274
Weight: 7lbs 13oz
Specs:
Top Wood: Mahogany



Number of Frets: 22



Scale Length: 25""



Neck Wood: Mahogany



Neck Shape: Wide Fat



Fretboard Wood: Rosewood



Fretboard Inlay: Birds



Truss Rod Cover: Starla



Bridge: Grover Two-Piece



Tuners: PRS-Designed Tuners



Hardware Type: Nickel



Treble Pickup: PRS-Designed DS-02 Treble



Bass Pickup: PRS-Designed DS-02 Bass



Controls: Volume and Push-Pull Tone Control with 3-Way Blade Pickup Switch



Included Accessories: Gig Bag




read more…",Paul Reed Smith,RLMG SE Starla,Solid Body,,
1606583046-133,https://reverb.com/shop/randys-gear-locker-4?page=8,Fender Player Series Precision Bass w/ Pau Ferro in Silver w/FREE ShippingFree Shipping$649.99Mint,https://reverb.com/item/34263831-fender-player-series-precision-bass-w-pau-ferro-in-silver-w-free-shipping,Fender Player Series Precision Bass w/ Pau Ferro in Silver w/FREE Shipping,387,11,,$649.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
The bass shown is the exact one for sale
You are looking at serial # MX20002809Weight: 8lbs 2oz

Brand new condition, taken out of the box for pictures.

Tech Specs
Body Shape: Precision 
Left-/Right-handed: Right-handed 



Number of Strings: 4 



Color: Silver



Body Finish: Gloss Polyester 



Body Material: Alder 



Neck Material: Maple 



Neck Shape: Modern C 



Radius: 9.5"" 



Fingerboard Material: Pau Ferro 



Fingerboard Inlay: Dots 



Number of Frets: 20, Medium Jumbo 



Scale Length: 34"" 



Nut Width: 1.625"" 



Nut Material: Synthetic Bone 



Bridge/Tailpiece: 4-saddle Standard 



Tuners: Fender Standard Open Gear 



Middle Pickup: Players Series Alnico V Precision Split Single-coil 



Controls: 1 x master volume, 1 x master tone 



Strings: Fender NPS, .045-.105 
read more…",Fender,Player Precision Bass with Pau Ferro Fretboard,4-String,,
1606583925-310,https://reverb.com/shop/randys-gear-locker-4?page=1,11% price dropPaul Reed Smith A50E Acoustic-Electric in Vintage Sunburst w/OHSC + FREE ShippingFree Shipping$899.99$809.99Mint,https://reverb.com/item/37107350-paul-reed-smith-a50e-acoustic-electric-in-vintage-sunburst-w-ohsc-free-shipping,Paul Reed Smith A50E Acoustic-Electric in Vintage Sunburst w/OHSC + FREE Shipping,29,2,,$809.99,"Please see photos and message or call us with any pricing questionsor for a detailed ""on hand"" description.C&M Music Center4543 Johnston St.Lafayette, LA 70503*FREE SHIPPING - USA ONLY*Serial #D08525 Tech Specs String Type:SteelNumber of Strings:6Body Shape:Angelus CutawayLeft-/Right-handed:Right-handedColor:Vintage SunburstFinish:GlossTop Wood:Solid Sitka SpruceBack & Sides Wood:Figured MapleBody Bracing:Hybrid Classical X-bracingBinding:White/Black with Abalone PurflingNeck Wood:MahoganyNeck Shape:Wide FatRadius:11.81""Fingerboard Material:EbonyFingerboard Inlay:BirdsNumber of Frets:20Scale Length:25.3""Tuning Machines:PRS DesignedBridge Material:EbonyNut/Saddle Material:Bone/BoneNut Width:1.6875""Electronics:Fishman GT1 Preamp with Undersaddle PickupStrings:PRS, .012-.053Case Included:Hardshell Case
read more…",Paul Reed Smith,A50EVS,Built-in Electronics,,
1606583128-149,https://reverb.com/shop/randys-gear-locker-4?page=7,"Fender Acoustasonic Telecaster in Surf Green w/Case +FREE SHIPFree Shipping$1,799.99Mint",https://reverb.com/item/34147572-fender-acoustasonic-telecaster-in-surf-green-w-case-free-ship,Fender Acoustasonic Telecaster in Surf Green w/Case +FREE SHIP,247,8,,"$1,799.99","Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*Brand new condition, taken out of the box for pictures.

SPECS
Body Type: Semi-hollowbody Acoustic-electric
Body Shape: Acoustasonic Telecaster
Left-/Right-handed: Right-handed
Number of Strings: 6
Body Material: Mahogany
Top Material: Lutz Spruce
Body Finish: Satin Polyurethane
Color: Translucent Surf Green
Neck Material: Mahogany
Neck Shape: American Pro
Radius: 12""
Fingerboard Material: Ebony
Fingerboard Inlay: Dots
Number of Frets: 22, Narrow Tall
Scale Length: 25.5""
Nut Width: 1.6875""
Nut Material: GraphTech Tusq
Bridge/Tailpiece: Ebony
Tuners: Fender Standard Cast/Sealed Staggered
Middle Pickup: Fishman Enhancer Body Sensor
Bridge Pickup: Fender N4 Noiseless Single-coil, Fishman Undersaddle Piezo
Controls: 1 x master volume, 1 x mod control (A/B voices), 5-way blade pickup switch, USB rechargeable battery
Strings: Fender Dura-Tone 860CL Coated Phosphor Bronze, .011-.052
Case Included: Gig Bag
Serial: US194745

read more…",Fender,American Acoustasonic Telecaster,Built-in Electronics,,
1606582871-98,https://reverb.com/shop/randys-gear-locker-4?page=9,"NEW 2020 Fender American Performer Stratocaster w/Rosewood Fretboard in Arctic White w/Gig BagIn 1 Other CartFree Shipping$1,034.99Mint",https://reverb.com/item/34216103-new-2020-fender-american-performer-stratocaster-w-rosewood-fretboard-in-arctic-white-w-gig-bag,NEW 2020 Fender American Performer Stratocaster w/Rosewood Fretboard in Arctic White w/Gig Bag,"1,252",29,9.0,"$1,034.99","Please message with any questions.
The guitar shown is the exact one for sale
This guitar ships FREE with its included case!
10% OFF original price!
Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
Serial: US20022333
Weight: 8lbs 3oz
SPECS
Body Type: Solidbody
Body Shape: Stratocaster
Left-/Right-handed: Right-handed
Number of Strings: 6
Body Material: Alder
Body Finish: Gloss Polyurethane
Color: Arctic White
Neck Material: Maple
Neck Shape: Modern C
Radius: 9.5""
Fingerboard Material: Rosewood
Fingerboard Inlay: White Dots
Number of Frets: 22, Jumbo
Scale Length: 25.5""
Nut Width: 1.685""
Nut Material: Synthetic
Bridge/Tailpiece: 6-saddle Vintage-style Synchronized Tremolo
Tuners: Fender Classic Gear
Neck Pickup: Yosemite Strat Single-coil
Middle Pickup: Yosemite Strat Single-coil
Bridge Pickup: Yosemite Strat Single-coil
Controls: 1 x master volume, 1 x tone (neck/middle push/pull neck addition), 1 x tone (bridge), 5-way blade switch, Greasebucket circuit
Strings: Fender USA, .009-.042
Case Included: Gig Bag


read more…",Fender,American Performer Stratocaster with Rosewood Fretboard,Solid Body,,
1606582944-113,https://reverb.com/shop/randys-gear-locker-4?page=9,Fender Player Telecaster w/Maple Neck in Polar White w/FREE ShippingIn 1 Other CartFree Shipping$649.99Mint,https://reverb.com/item/34308654-fender-player-telecaster-w-maple-neck-in-polar-white-w-free-shipping,Fender Player Telecaster w/Maple Neck in Polar White w/FREE Shipping,381,21,,$649.99,"Please see photos and message or call us with any pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
The guitar shown is the exact one for sale
You are looking at serial #MX20029351
Weight: 8 lbs 5 oz
--SPECS--
Body Type: Solidbody
Body Shape: Telecaster
Left-/Right-handed: Right-handed
Number of Strings: 6
Body Material: Alder
Body Finish: Gloss Polyester
Color: Polar White
Neck Material: Maple
Neck Shape: Modern C
Radius: 9.5""
Fingerboard Material: Maple
Fingerboard Inlay: Dots
Number of Frets: 22, Medium Jumbo
Scale Length: 25.5""
Nut Width: 1.650""
Nut Material: Synthetic Bone
Bridge/Tailpiece: 6-saddle String-thru with bent steel saddles
Tuners: Fender Standard Cast/Sealed
Neck Pickup: Player Series Alnico V Tele Single-coil
Bridge Pickup: Player Series Alnico V Tele Single-coil
Controls: 1 x volume, 1 x tone, 3-way blade pickup switch
Strings: Fender NPS, .009-.045
read more…",Fender,Player Telecaster with Maple Fretboard,Solid Body,,
1606583065-137,https://reverb.com/shop/randys-gear-locker-4?page=8,"Fender American Ultra Jazz Bass in Cobra Blue w/ Maple FingerboardFree Shipping$1,899.99Mint",https://reverb.com/item/34656081-fender-american-ultra-jazz-bass-in-cobra-blue-w-maple-fingerboard,Fender American Ultra Jazz Bass in Cobra Blue w/ Maple Fingerboard,283,4,,"$1,899.99","Please see photos and message or call us with and pricing questions
or for a detailed ""on hand"" description.
C&M Music Center
4543 Johnston St.
Lafayette, LA 70503
*FREE SHIPPING - USA ONLY*
The serial number for this guitar is US20039098. 
The guitar shown is the exact one for sale. 

This guitar weighs 9 lbs 11ozBRAND new condition, taken out of box for pictures only!
Tech Specs
Body Shape:American Ultra Jazz
Left-/Right-handed:Right-handed
Number of Strings:4
Color:Cobra Blue
Body Finish:Gloss Polyurethane
Body Material:Alder
Neck Material:Maple
Neck Shape:Modern D
Radius:10""-14"" compound
Fingerboard Material:Maple
Fingerboard Inlay:Black Pearloid Blocks
Number of Frets:21, Medium Jumbo
Scale Length:34""
Nut Width:1.5""
Nut Material:Bone
Bridge/Tailpiece:4-saddle HiMass
Tuners:Fender Vintage Paddle Keys
Neck Pickup:Ultra Noiseless Vintage Jazz Single-coil
Bridge Pickup:Ultra Noiseless Vintage Jazz Single-coil
Controls:1 x master volume, 1 x pan, 1 x stacked treble/bass, 1 x stacked midrange/tone, 1 x mini toggle active/passive switch
Strings:Fender NPS, .045-.105
Case Included:Hardshell Case

read more…",Fender,American Ultra Jazz Bass with Maple Fretboard,4-String,,
